"suburb","postcode","state","lat","lng"
"Gobarup","3559","VIC","-36.68195","144.86808"
"Gobur","3719","VIC","-37.01024","145.6238"
"Golden Beach","3851","VIC","-38.22985","147.36615"
"Golden Gully","3555","VIC","-36.79261","144.2651"
"Golden Point","3350","VIC","-37.57458","143.86339"
"Golden Point","3451","VIC","-37.06372","144.27535"
"Golden Square","3555","VIC","-36.775","144.25141"
"Goldie","3435","VIC","-37.25559","144.80215"
"Goldsborough","3472","VIC","-36.82014","143.65803"
"Gong Gong","3352","VIC","-37.547","143.93661"
"Gonn Crossing","3579","VIC","-35.50908","143.93351"
"Goomalibee","3673","VIC","-36.48543","145.88567"
"Goon Nure","3875","VIC","-37.98139","147.56472"
"Goongerah","3888","VIC","-37.34758","148.70011"
"Gooram","3666","VIC","-36.8937","145.61819"
"Gooramadda","3685","VIC","-35.99539","146.5677"
"Goorambat","3725","VIC","-36.41423","145.94713"
"Goornong","3557","VIC","-36.62245","144.50915"
"Gooroc","3477","VIC","-36.47119","143.20657"
"Gorae","3305","VIC","-38.23703","141.55639"
"Gorae West","3305","VIC","-38.24729","141.48398"
"Gordon","3345","VIC","-37.57075","144.10719"
"Gormandale","3873","VIC","-38.30338","146.71985"
"Goroke","3412","VIC","-36.66255","141.49006"
"Goschen","3585","VIC","-35.49578","143.45248"
"Goughs Bay","3723","VIC","-37.15216","146.07005"
"Goulburn Weir","3608","VIC","-36.71475","145.17423"
"Gowanbrae","3043","VIC","-37.70419","144.89684"
"Gowanford","3544","VIC","-35.41078","143.19172"
"Gowangardie","3669","VIC","-36.47233","145.69097"
"Gowar East","3477","VIC","-36.53355","143.38544"
"Gower","3463","VIC","-37.03091","144.09892"
"Grahamvale","3631","VIC","-36.35092","145.43508"
"Grampians","3314","VIC","-37.36075","142.36257"
"Grand Ridge","3870","VIC","-38.48909","146.39928"
"Granite Rock","3875","VIC","-37.75616","147.676"
"Grantville","3984","VIC","-38.41188","145.53934"
"Granya","3701","VIC","-36.09446","147.30683"
"Grassdale","3302","VIC","-37.82017","141.64128"
"Grassmere","3281","VIC","-38.25519","142.55168"
"Grays Bridge","3477","VIC","-36.61858","142.89938"
"Graytown","3608","VIC","-36.82814","144.94052"
"Gre Gre","3477","VIC","-36.67661","143.09421"
"Gre Gre North","3477","VIC","-36.60531","143.06839"
"Gre Gre South","3477","VIC","-36.67949","143.01865"
"Great Western","3374","VIC","-37.16124","142.902"
"Gredgwin","3537","VIC","-35.95979","143.61516"
"Green Gully","3462","VIC","-37.11335","144.09617"
"Greendale","3341","VIC","-37.53556","144.31789"
"Greenhill","3444","VIC","-37.17403","144.44947"
"Greens Creek","3387","VIC","-36.92619","142.93896"
"Greensborough","3088","VIC","-37.69977","145.102"
"Greenvale","3059","VIC","-37.63489","144.87453"
"Greenwald","3304","VIC","-37.99088","141.38643"
"Grenville","3352","VIC","-37.75767","143.88504"
"Greta","3675","VIC","-36.54134","146.28095"
"Greta South","3675","VIC","-36.64928","146.26497"
"Greta West","3675","VIC","-36.5442","146.23741"
"Grey River","3234","VIC","-38.68493","143.8209"
"Gringegalgona","3315","VIC","-37.42048","141.82383"
"Gritjurk","3315","VIC","-37.56589","141.81083"
"Grovedale","3216","VIC","-38.2025","144.33174"
"Gruyere","3770","VIC","-37.72892","145.46741"
"Guildford","3451","VIC","-37.18946","144.16677"
"Gunbower","3566","VIC","-35.94372","144.35418"
"Gundowring","3691","VIC","-36.37533","147.07731"
"Gunyah","3960","VIC","-38.54382","146.29008"
"Guys Forest","3709","VIC","-36.08896","147.67425"
"Guys Hill","3807","VIC","-38.01486","145.39113"
"Gymbowen","3401","VIC","-36.75449","141.62721"
"Haddon","3351","VIC","-37.58846","143.69933"
"Hadfield","3046","VIC","-37.71061","144.95004"
"Hallam","3803","VIC","-38.00672","145.26929"
"Hallora","3818","VIC","-38.25315","145.83842"
"Halls Gap","3381","VIC","-37.13239","142.53273"
"Hallston","3953","VIC","-38.36341","146.04241"
"Hamilton","3300","VIC","-37.74637","142.01476"
"Hamlyn Heights","3215","VIC","-38.1188","144.3302"
"Hampton","3188","VIC","-37.93771","145.00868"
"Hampton East","3188","VIC","-37.93854","145.03114"
"Hampton Park","3976","VIC","-38.0423","145.26757"
"Hansonville","3675","VIC","-36.61987","146.28669"
"Happy Valley","3360","VIC","-37.72663","143.59647"
"Happy Valley","3549","VIC","-34.6952","142.71256"
"Harcourt","3453","VIC","-36.99553","144.25573"
"Harcourt North","3453","VIC","-36.95381","144.27242"
"Harkaway","3806","VIC","-37.99269","145.35722"
"Harmers Haven","3995","VIC","-38.65703","145.57501"
"Harrietville","3741","VIC","-36.91085","147.05583"
"Harrow","3317","VIC","-37.14389","141.59789"
"Harston","3616","VIC","-36.46305","145.11823"
"Hastings","3915","VIC","-38.29793","145.1868"
"Hattah","3501","VIC","-34.71098","142.28018"
"Havelock","3465","VIC","-36.96848","143.78298"
"Haven","3401","VIC","-36.7616","142.18884"
"Havilah","3737","VIC","-36.62132","146.91364"
"Hawkesdale","3287","VIC","-38.08467","142.26696"
"Hawkhurst","3862","VIC","-37.44888","147.1722"
"Hawthorn","3122","VIC","-37.82852","145.03044"
"Hawthorn East","3123","VIC","-37.83202","145.04981"
"Hazel Park","3966","VIC","-38.63462","146.38978"
"Hazelwood","3840","VIC","-38.28895","146.37733"
"Hazelwood North","3840","VIC","-38.27017","146.47346"
"Hazelwood South","3840","VIC","-38.31847","146.46088"
"Healesville","3777","VIC","-37.66662","145.54421"
"Heath Hill","3981","VIC","-38.23925","145.70752"
"Heathcote","3523","VIC","-36.91142","144.71812"
"Heathcote Junction","3758","VIC","-37.38133","145.04363"
"Heathcote South","3523","VIC","-37.01124","144.71697"
"Heatherton","3202","VIC","-37.95551","145.09387"
"Heathmere","3305","VIC","-38.21178","141.62433"
"Heathmont","3135","VIC","-37.82885","145.24601"
"Hedley","3967","VIC","-38.66453","146.55563"
"Heidelberg","3084","VIC","-37.75137","145.07099"
"Heidelberg Heights","3081","VIC","-37.74215","145.05347"
"Heidelberg West","3081","VIC","-37.73923","145.04522"
"Hensley Park","3301","VIC","-37.62362","142.04203"
"Henty","3312","VIC","-37.65203","141.5299"
"Hepburn","3461","VIC","-37.3162","144.12727"
"Hepburn Springs","3461","VIC","-37.32108","144.1407"
"Herne Hill","3218","VIC","-38.1345","144.32407"
"Hernes Oak","3825","VIC","-38.22101","146.31585"
"Hesket","3442","VIC","-37.35447","144.63393"
"Hesse","3321","VIC","-38.08444","143.88669"
"Hexham","3273","VIC","-37.99035","142.67828"
"Heyfield","3858","VIC","-37.9719","146.7884"
"Heytesbury Lower","3268","VIC","-38.56411","142.9093"
"Heywood","3304","VIC","-38.13312","141.64476"
"Hiamdale","3847","VIC","-38.26847","146.74078"
"Hiawatha","3971","VIC","-38.53261","146.44053"
"High Camp","3764","VIC","-37.19121","144.87029"
"Highett","3190","VIC","-37.95066","145.04007"
"Highlands","3660","VIC","-37.08423","145.4185"
"Highton","3216","VIC","-38.17316","144.3108"
"Hilgay","3315","VIC","-37.62284","141.62835"
"Hill End","3825","VIC","-38.01173","146.14893"
"Hillcrest","3351","VIC","-37.61811","143.63401"
"Hilldene","3660","VIC","-37.04067","145.05238"
"Hillside","3875","VIC","-37.8463","147.51993"
"Hillside","3037","VIC","-37.69102","144.74154"
"Hinnomunjie","3898","VIC","-37.00964","147.65712"
"Hmas Cerberus","3920","VIC","-38.38171","145.20044"
"Hoddles Creek","3139","VIC","-37.85201","145.59374"
"Hollands Landing","3862","VIC","-38.05165","147.46361"
"Homebush","3465","VIC","-37.03975","143.52868"
"Homerton","3304","VIC","-38.1344","141.81105"
"Homewood","3717","VIC","-37.19761","145.3147"
"Hopetoun","3396","VIC","-35.69838","142.3663"
"Hopetoun Park","3340","VIC","-37.69419","144.50133"
"Hoppers Crossing","3029","VIC","-37.86897","144.70068"
"Hordern Vale","3238","VIC","-38.79995","143.48964"
"Horfield","3567","VIC","-35.89013","144.21377"
"Horsham","3400","VIC","-36.71891","142.19625"
"Hotham Heights","3741","VIC","-36.99923","147.16969"
"Hotspur","3303","VIC","-37.94702","141.55351"
"Howes Creek","3723","VIC","-37.14169","145.99244"
"Howitt Plains","3858","VIC","-37.19443","146.68787"
"Howqua","3723","VIC","-37.24406","146.19248"
"Howqua Hills","3723","VIC","-37.18383","146.29098"
"Howqua Inlet","3723","VIC","-37.23179","146.13785"
"Hughesdale","3166","VIC","-37.89833","145.0812"
"Humevale","3757","VIC","-37.50305","145.19387"
"Hunter","3558","VIC","-36.4359","144.50326"
"Hunterston","3971","VIC","-38.61654","146.81255"
"Huntingdale","3166","VIC","-37.90675","145.1086"
"Huntly","3551","VIC","-36.66012","144.31757"
"Huntly North","3551","VIC","-36.58787","144.33302"
"Huon","3695","VIC","-36.22937","147.07623"
"Huon Creek","3691","VIC","-36.15587","146.82031"
"Hurstbridge","3099","VIC","-37.63698","145.1967"
"Icy Creek","3833","VIC","-37.88672","146.0988"
"Iguana Creek","3875","VIC","-37.70075","147.33624"
"Illabarook","3351","VIC","-37.825","143.65225"
"Illawarra","3381","VIC","-37.06726","142.69568"
"Illowa","3282","VIC","-38.33625","142.40367"
"Indented Head","3223","VIC","-38.13525","144.70502"
"Indigo Valley","3688","VIC","-36.19037","146.73803"
"Inglewood","3517","VIC","-36.5927","143.84148"
"Ingliston","3342","VIC","-37.66001","144.31835"
"Invergordon","3636","VIC","-36.14919","145.57818"
"Inverleigh","3321","VIC","-38.10844","144.00329"
"Inverloch","3996","VIC","-38.62046","145.73413"
"Invermay","3352","VIC","-37.50046","143.87718"
"Invermay Park","3350","VIC","-37.52905","143.86035"
"Iona","3815","VIC","-38.15219","145.68326"
"Iraak","3494","VIC","-34.42304","142.29723"
"Irishtown","3451","VIC","-37.14757","144.23105"
"Ironbark","3550","VIC","-36.75511","144.26399"
"Irrewarra","3249","VIC","-38.27073","143.6796"
"Irrewillipe","3249","VIC","-38.44818","143.41192"
"Irrewillipe East","3249","VIC","-38.42804","143.48634"
"Irymple","3498","VIC","-34.24559","142.16577"
"Ivanhoe","3079","VIC","-37.76811","145.04575"
"Ivanhoe East","3079","VIC","-37.77452","145.06287"
"Jacana","3047","VIC","-37.68788","144.91132"
"Jack River","3971","VIC","-38.57018","146.55393"
"Jackass Flat","3556","VIC","-36.71695","144.28591"
"Jacob Creek","3825","VIC","-37.99453","146.42455"
"Jam Jerrup","3984","VIC","-38.33586","145.53925"
"Jamieson","3723","VIC","-37.27108","146.12595"
"Jan Juc","3228","VIC","-38.34495","144.29913"
"Jancourt","3266","VIC","-38.36685","143.09359"
"Jancourt East","3266","VIC","-38.41308","143.19145"
"Jarklin","3517","VIC","-36.249","143.95335"
"Jarrahmond","3888","VIC","-37.67324","148.38419"
"Jarvis Creek","3700","VIC","-36.1761","147.19509"
"Jeeralang","3840","VIC","-38.36287","146.47002"
"Jeeralang Junction","3840","VIC","-38.34842","146.41441"
"Jeetho","3945","VIC","-38.40602","145.72447"
"Jeffcott","3480","VIC","-36.31636","143.14073"
"Jeffcott North","3480","VIC","-36.26524","143.06847"
"Jeparit","3423","VIC","-36.11636","141.96951"
"Jericho","3825","VIC","-37.66815","146.24699"
"Jeruk","3527","VIC","-36.01403","143.42085"
"Jil Jil","3483","VIC","-35.82253","142.97514"
"Jindivick","3818","VIC","-38.02585","145.88762"
"Joel Joel","3384","VIC","-37.0058","142.98677"
"Joel South","3384","VIC","-37.06465","143.00502"
"Johanna","3238","VIC","-38.73253","143.39951"
"Johnsonville","3902","VIC","-37.82154","147.80932"
"Joyces Creek","3364","VIC","-37.08369","143.98931"
"Jumbuk","3869","VIC","-38.39604","146.42466"
"Jumbunna","3951","VIC","-38.47203","145.75614"
"Junction Village","3977","VIC","-38.13497","145.29201"
"Jung","3401","VIC","-36.58111","142.34736"
"Jungaburra","3575","VIC","-36.05581","144.28781"
"Junortoun","3551","VIC","-36.77696","144.35985"
"Kaarimba","3635","VIC","-36.13945","145.27545"
"Kadnook","3318","VIC","-37.17226","141.38103"
"Kalimna","3909","VIC","-37.86948","147.96457"
"Kalimna West","3909","VIC","-37.81567","147.93593"
"Kalkallo","3064","VIC","-37.52646","144.96131"
"Kalkee","3401","VIC","-36.55022","142.22277"
"Kallista","3791","VIC","-37.89966","145.40358"
"Kalorama","3766","VIC","-37.81713","145.38208"
"Kalpienung","3529","VIC","-35.84483","143.25197"
"Kamarooka","3570","VIC","-36.49391","144.36937"
"Kamarooka North","3571","VIC","-36.39987","144.30833"
"Kanagulk","3401","VIC","-37.11786","141.84291"
"Kancoona","3691","VIC","-36.59077","147.00748"
"Kangaroo Flat","3555","VIC","-36.80627","144.243"
"Kangaroo Ground","3097","VIC","-37.69117","145.23049"
"Kaniva","3419","VIC","-36.40689","141.24955"
"Kanumbra","3719","VIC","-37.05157","145.67565"
"Kanya","3387","VIC","-36.77152","142.9674"
"Kanyapella","3564","VIC","-36.12515","144.89108"
"Karabeal","3294","VIC","-37.60094","142.19506"
"Kardella","3951","VIC","-38.4201","145.88434"
"Kardella South","3950","VIC","-38.45709","145.87217"
"Kariah","3260","VIC","-38.1058","143.22585"
"Karnak","3401","VIC","-36.84394","141.49656"
"Karramomus","3631","VIC","-36.52757","145.49289"
"Karyrie","3483","VIC","-35.92696","142.85786"
"Katamatite","3649","VIC","-36.06847","145.69674"
"Katamatite East","3649","VIC","-36.04456","145.75459"
"Katandra","3634","VIC","-36.24911","145.60241"
"Katandra West","3634","VIC","-36.24674","145.55941"
"Katunga","3640","VIC","-35.99413","145.48166"
"Kawarren","3249","VIC","-38.50108","143.61031"
"Kealba","3021","VIC","-37.73877","144.82727"
"Keely","3568","VIC","-35.8547","144.24654"
"Keilor","3036","VIC","-37.70944","144.82628"
"Keilor Downs","3038","VIC","-37.72045","144.80416"
"Keilor East","3033","VIC","-37.73872","144.85603"
"Keilor Lodge","3038","VIC","-37.69757","144.80048"
"Keilor North","3036","VIC","-37.68114","144.78373"
"Keilor Park","3042","VIC","-37.71881","144.85455"
"Kellalac","3393","VIC","-36.36482","142.39926"
"Kelvin View","3666","VIC","-36.82757","145.6656"
"Kenley","3597","VIC","-34.83215","143.30571"
"Kenmare","3395","VIC","-35.93309","142.202"
"Kennedys Creek","3239","VIC","-38.59818","143.24783"
"Kennett River","3234","VIC","-38.64215","143.80458"
"Kennington","3550","VIC","-36.77474","144.30241"
"Kensington","3031","VIC","-37.79484","144.92538"
"Kerang","3579","VIC","-35.72411","143.9477"
"Kerang East","3579","VIC","-35.77178","144.01116"
"Kergunyah","3691","VIC","-36.34496","146.98555"
"Kergunyah South","3691","VIC","-36.43679","147.02577"
"Kernot","3979","VIC","-38.43984","145.61473"
"Kerrie","3434","VIC","-37.3803","144.67676"
"Kerrisdale","3660","VIC","-37.1726","145.24825"
"Kevington","3723","VIC","-37.35266","146.16545"
"Kew","3101","VIC","-37.80148","145.03089"
"Kew East","3102","VIC","-37.7905","145.05066"
"Kewell","3390","VIC","-36.46386","142.42207"
"Keysborough","3173","VIC","-38.00638","145.166"
"Kialla","3631","VIC","-36.44813","145.40613"
"Kialla East","3631","VIC","-36.4642","145.49679"
"Kialla West","3631","VIC","-36.47806","145.38944"
"Kiata","3418","VIC","-36.35914","141.7815"
"Kiewa","3691","VIC","-36.26958","147.01352"
"Kilcunda","3995","VIC","-38.55728","145.49269"
"Killara","3312","VIC","-37.75708","141.40699"
"Killara","3691","VIC","-36.14066","146.9487"
"Killarney","3283","VIC","-38.34373","142.31823"
"Killawarra","3678","VIC","-36.25063","146.20801"
"Killingworth","3717","VIC","-37.18154","145.42731"
"Kilmany","3851","VIC","-38.12234","146.91784"
"Kilmore","3764","VIC","-37.29851","144.959"
"Kilmore East","3764","VIC","-37.27347","145.01217"
"Kilsyth","3137","VIC","-37.81918","145.31819"
"Kilsyth South","3137","VIC","-37.83104","145.30999"
"Kimbolton","3551","VIC","-36.92037","144.49093"
"King Valley","3678","VIC","-36.69478","146.40161"
"Kinglake","3763","VIC","-37.52","145.3494"
"Kinglake Central","3757","VIC","-37.46923","145.31983"
"Kinglake West","3757","VIC","-37.47733","145.25078"
"Kingower","3517","VIC","-36.61791","143.75464"
"Kings Park","3021","VIC","-37.73376","144.7722"
"Kingsbury","3083","VIC","-37.71699","145.03356"
"Kingston","3364","VIC","-37.37989","143.95897"
"Kingsville","3012","VIC","-37.80771","144.87733"
"Kinnabulla","3483","VIC","-35.90033","142.71434"
"Kinypanial","3520","VIC","-36.35594","143.79605"
"Kirkstall","3283","VIC","-38.26777","142.27865"
"Kirwans Bridge","3608","VIC","-36.72563","145.15071"
"Kithbrook","3666","VIC","-36.80229","145.72232"
"Knebsworth","3286","VIC","-37.98835","141.87611"
"Knockwood","3723","VIC","-37.41916","146.25494"
"Knowsley","3523","VIC","-36.82727","144.59507"
"Knoxfield","3180","VIC","-37.8866","145.24813"
"Koallah","3260","VIC","-38.29439","143.23784"
"Koetong","3704","VIC","-36.16054","147.50037"
"Kolora","3265","VIC","-38.1268","142.92441"
"Kongwak","3951","VIC","-38.50683","145.71524"
"Konongwootong","3315","VIC","-37.47171","141.66516"
"Koo Wee Rup","3981","VIC","-38.19097","145.49318"
"Koo Wee Rup North","3810","VIC","-38.1409","145.53836"
"Kooloonong","3597","VIC","-34.8583","143.13663"
"Koonda","3669","VIC","-36.48893","145.75086"
"Koondrook","3580","VIC","-35.64371","144.13246"
"Koonoomoo","3644","VIC","-35.85053","145.57507"
"Koonwarra","3954","VIC","-38.55944","145.95147"
"Kooreh","3477","VIC","-36.65215","143.39568"
"Koorlong","3501","VIC","-34.29866","142.05227"
"Koornalla","3844","VIC","-38.34782","146.5288"
"Kooroocheang","3364","VIC","-37.30308","144.03775"
"Koorool","3860","VIC","-37.7299","146.94094"
"Koorooman","3953","VIC","-38.46798","146.02171"
"Kooyong","3144","VIC","-37.84108","145.03573"
"Koriella","3714","VIC","-37.15859","145.65241"
"Korobeit","3341","VIC","-37.57635","144.34186"
"Koroit","3282","VIC","-38.27637","142.37186"
"Korong Vale","3520","VIC","-36.36418","143.70634"
"Koroop","3579","VIC","-35.73857","144.06366"
"Korumburra","3950","VIC","-38.43874","145.82344"
"Korumburra South","3950","VIC","-38.47961","145.84404"
"Korweinguboora","3461","VIC","-37.44145","144.14229"
"Kotta","3565","VIC","-36.19239","144.52627"
"Kotupna","3638","VIC","-36.13377","145.11548"
"Koyuga","3622","VIC","-36.23567","144.8819"
"Krowera","3945","VIC","-38.45597","145.66059"
"Kulwin","3490","VIC","-34.98984","142.5835"
"Kunat","3585","VIC","-35.51498","143.53933"
"Kurraca","3518","VIC","-36.51756","143.61349"
"Kurraca West","3518","VIC","-36.51032","143.5655"
"Kurting","3517","VIC","-36.54141","143.80973"
"Kurunjang","3337","VIC","-37.66207","144.5919"
"Kyabram","3620","VIC","-36.32685","145.03194"
"Kyabram South","3620","VIC","-36.38694","145.06782"
"Kyneton","3444","VIC","-37.2233","144.4478"
"Kyneton South","3444","VIC","-37.29076","144.43511"
"Kyvalley","3621","VIC","-36.2833","145.00666"
"Laanecoorie","3463","VIC","-36.82465","143.91287"
"Laang","3265","VIC","-38.36675","142.81263"
"Labertouche","3816","VIC","-38.02608","145.7919"
"Laceby","3678","VIC","-36.44853","146.29371"
"Ladys Pass","3523","VIC","-36.82156","144.69322"
"Laen East","3480","VIC","-36.39886","142.90517"
"Laen North","3480","VIC","-36.37804","142.82876"
"Lah","3393","VIC","-36.12692","142.42106"
"Laharum","3401","VIC","-36.92255","142.34247"
"Lake Boga","3584","VIC","-35.44773","143.65429"
"Lake Bolac","3351","VIC","-37.7118","142.83547"
"Lake Bunga","3909","VIC","-37.86277","148.03711"
"Lake Charm","3581","VIC","-35.59724","143.81703"
"Lake Condah","3303","VIC","-38.08502","141.81412"
"Lake Eildon","3713","VIC","-37.18784","145.98162"
"Lake Eppalock","3551","VIC","-36.90863","144.55409"
"Lake Fyans","3381","VIC","-37.13535","142.62794"
"Lake Gardens","3355","VIC","-37.54758","143.81582"
"Lake Goldsmith","3373","VIC","-37.53438","143.38916"
